model,N,n_qubits,noise_regime,noise_level,replicate,train_auc,val_score,test_auc,gen_gap,best_epoch,restarts_used,escaped,n_train,n_params,seed,train_secs
non_equivariant,200,8,correlated,high,3,0.8643538052820753,0.9223057644110275,0.692771,0.17158280528207526,47,1,True,200,153,3531259822,5102.61
equivariant,200,6,none,none,6,0.7927631578947368,0.9270833333333333,0.806812,-0.014048842105263137,26,1,True,200,103,419792074,37.18
equivariant,50,4,none,none,19,0.8120300751879699,0.7916666666666667,0.783982,0.028048075187969923,26,1,True,50,61,551605847,5.32
equivariant,200,6,none,none,9,0.9146666666666666,0.9413333333333334,0.846128,0.06853866666666664,53,1,True,200,103,4248224799,75.07
classical_reference,500,0,none,none,15,0.9028642901813634,0.8185858585858586,0.868153,0.03471129018136343,26,1,True,500,641,2147192467,0.5
classical_reference,200,0,none,none,18,0.8610546080425598,0.8516624040920716,0.846129,0.014925608042559824,26,1,True,200,641,1528824484,2.67
equivariant,1000,4,none,none,14,0.8887623861475329,0.9077719155844156,0.8583799999999999,0.03038238614753297,37,1,True,1000,61,2656290217,71.9
non_equivariant,200,4,iid,low,6,0.8208020050125313,0.90625,0.814981,0.005821005012531355,26,1,True,200,61,419792074,467.86
classical_matched,1000,0,none,none,4,0.6914017815283638,0.6383959899749373,0.6419809999999999,0.04942078152836393,26,1,True,1000,61,1064595405,0.66
non_equivariant,200,4,correlated,high,5,0.6229687500000001,0.8999999999999999,0.7838120000000001,-0.16084325,40,1,True,200,61,2273803658,607.18
classical_matched,20,0,none,none,14,0.7142857142857143,1.0,0.5959745,0.11831121428571434,26,1,True,20,61,574730690,0.14
non_equivariant,1000,4,none,none,10,0.8839631192373808,0.8832080200501253,0.8493419999999999,0.03462111923738087,46,1,True,1000,61,1946056781,88.62
classical_reference,1000,0,none,none,10,0.8895889982809814,0.9398496240601504,0.872859,0.016729998280981317,29,1,True,1000,641,1946056781,0.98
equivariant,200,8,correlated,low,5,0.8881249999999999,0.795,0.856265,0.03185999999999989,34,1,True,200,153,2273803658,3925.18
non_equivariant,1000,4,none,none,16,0.8997974189675869,0.8734903381642513,0.847235,0.052562418967586955,79,1,True,1000,61,1083113627,125.86
equivariant,200,4,none,none,16,0.8751369112814895,0.9539641943734015,0.8357669999999999,0.03936991128148959,26,1,True,200,61,337769034,11.53
classical_reference,200,0,none,none,9,0.8942745098039216,0.9573333333333334,0.8588950000000001,0.03537950980392157,30,1,True,200,641,4248224799,0.3
classical_matched,1000,0,none,none,15,0.6307317073170732,0.602020202020202,0.6404099999999999,-0.009678292682926748,29,1,True,1000,61,1741870287,0.97
equivariant,200,8,correlated,mid,4,0.9136960600375235,0.9747474747474747,0.8526069999999999,0.06108906003752357,38,1,True,200,153,359623383,4288.4
equivariant,200,8,correlated,mid,0,0.8469355847404627,0.7702020202020202,0.7727320000000001,0.07420358474046262,26,1,True,200,153,3832603222,3676.25
equivariant,200,2,correlated,mid,8,0.7469803921568627,0.7866666666666667,0.813167,-0.06618660784313724,26,1,True,200,27,4118718478,113.11
equivariant,1000,4,none,none,13,0.8784554903468146,0.8476847684768476,0.8659499999999999,0.012505490346814696,32,1,True,1000,61,822778051,62.73
equivariant,500,4,none,none,10,0.8945340838023764,0.8896969696969697,0.858074,0.03646008380237642,35,1,True,500,61,3304172403,35.82
classical_reference,50,0,none,none,12,0.8025,1.0,0.7921865,0.010313499999999975,26,1,True,50,641,2308118165,0.2
non_equivariant,200,2,correlated,low,0,0.8214509068167605,0.702020202020202,0.777624,0.04382690681676049,26,2,True,200,27,3832603222,178.71
equivariant,100,4,none,none,3,0.7882205513784462,0.8958333333333333,0.840466,-0.05224544862155389,32,1,True,100,61,886856489,6.99
equivariant,200,4,correlated,low,1,0.8982944766077297,0.938618925831202,0.8448479999999999,0.05344647660772972,37,1,True,200,61,1751689673,165.13
non_equivariant,200,8,correlated,low,9,0.8701176470588234,0.9813333333333334,0.84901,0.021107647058823398,44,1,True,200,153,4248224799,2008.74
classical_matched,100,0,none,none,17,0.5175,0.8200000000000001,0.6247079999999999,-0.10720799999999997,14,4,False,100,61,648176605,0.46
non_equivariant,100,4,none,none,1,0.7517198248905567,0.8888888888888888,0.7548509999999999,-0.003131175109443274,26,2,True,100,61,1270355181,11.0
classical_matched,20,0,none,none,2,0.6190476190476191,0.6666666666666666,0.4118,0.20724761904761907,26,1,True,20,61,1636654757,0.11
classical_reference,100,0,none,none,7,0.906816760475297,0.9090909090909091,0.868775,0.03804176047529706,26,1,True,100,641,1875268573,0.18
classical_reference,20,0,none,none,0,0.765625,1.0,0.8077404999999999,-0.04211549999999986,26,1,True,20,641,1953944769,0.1
non_equivariant,50,4,none,none,0,0.2656641604010025,0.41666666666666663,0.37382699999999996,-0.10816283959899747,26,1,True,50,61,4208422247,4.16
classical_reference,500,0,none,none,6,0.9020999999999999,0.9156,0.8710799999999999,0.031020000000000048,26,1,True,500,641,3578969748,0.47
non_equivariant,200,2,correlated,high,0,0.8205128205128206,0.7550505050505051,0.669332,0.15118082051282056,36,2,True,200,27,3832603222,216.98
classical_reference,50,0,none,none,14,0.9722222222222222,0.5238095238095237,0.8446465,0.12757572222222224,39,1,True,50,641,3307801778,0.28
non_equivariant,100,4,none,none,18,0.957259585166562,0.8901098901098901,0.8182655,0.13899408516656198,58,1,True,100,61,688658429,15.49
classical_reference,500,0,none,none,0,0.888499912480308,0.8972300281011641,0.868323,0.020176912480308062,29,1,True,500,641,3013208154,0.53
equivariant,200,4,iid,low,4,0.9315196998123828,0.9696969696969697,0.8565379999999999,0.0749816998123829,56,1,True,200,61,359623383,779.24
equivariant,200,8,correlated,mid,3,0.9026410376621347,0.9223057644110275,0.796102,0.10653903766213468,36,1,True,200,153,3531259822,4018.58
equivariant,50,4,none,none,10,0.9147869674185464,0.875,0.8100379999999999,0.10474896741854645,26,1,True,50,61,3382993339,5.29
classical_matched,100,0,none,none,15,0.6973108192620388,0.5656565656565656,0.621162,0.07614881926203876,43,1,True,100,61,730299472,0.32
non_equivariant,200,4,correlated,low,6,0.8532268170426066,0.8697916666666666,0.843066,0.010160817042606629,38,1,True,200,61,419792074,166.82
non_equivariant,200,8,none,none,1,0.930683774057268,0.959079283887468,0.8517429999999999,0.07894077405726807,35,1,True,200,153,1751689673,224.77
classical_matched,20,0,none,none,17,0.5625,1.0,0.6170284999999999,-0.05452849999999987,26,1,True,20,61,3785690349,0.14
non_equivariant,1000,4,none,none,11,0.8924820584631542,0.947511039743075,0.8493630000000001,0.043119058463154114,38,1,True,1000,61,1826365778,73.7
equivariant,100,4,none,none,14,0.841776110068793,0.9797979797979798,0.842654,-0.0008778899312069655,26,1,True,100,61,2040995306,7.4
non_equivariant,200,4,iid,mid,0,0.8743746091307066,0.7070707070707071,0.8366789999999998,0.0376956091307068,56,1,True,200,61,3832603222,1078.93
non_equivariant,200,8,correlated,mid,2,0.869375,0.88,0.8136669999999999,0.05570800000000009,44,1,True,200,153,3918929753,4817.26
equivariant,200,2,none,none,6,0.8672462406015038,0.9270833333333334,0.836934,0.030312240601503837,44,1,True,200,27,419792074,8.71
non_equivariant,200,6,correlated,low,1,0.9111250195587545,0.9744245524296675,0.856156,0.05496901955875444,41,1,True,200,103,1751689673,1185.27
equivariant,200,8,correlated,mid,2,0.892421875,0.8862500000000001,0.8672104999999999,0.025211375000000147,36,1,True,200,153,3918929753,4674.25
classical_reference,1000,0,none,none,17,0.9406690669066906,0.8966346153846154,0.868299,0.07237006690669057,79,1,True,1000,641,1565037564,2.03
classical_matched,50,0,none,none,5,0.5328282828282829,0.6666666666666666,0.5802204999999999,-0.047392217171717044,26,1,True,50,61,4032923890,0.14
classical_reference,500,0,none,none,1,0.937375,0.8812,0.8658290000000001,0.07154599999999989,31,1,True,500,641,3847040995,0.59
classical_matched,1000,0,none,none,8,0.64685625,0.6348999999999999,0.638741,0.008115250000000018,33,1,True,1000,61,3479952711,0.84
classical_reference,20,0,none,none,5,0.859375,1.0,0.8014844999999999,0.05789050000000007,26,1,True,20,641,2189917327,0.15
non_equivariant,200,4,iid,mid,9,0.8127058823529412,0.92,0.8033684999999999,0.009337382352941237,26,1,True,200,61,4248224799,671.17
classical_reference,200,0,none,none,11,0.9101861993428259,0.8567774936061382,0.863147,0.047039199342825855,26,1,True,200,641,2062092436,0.34
equivariant,200,8,none,none,8,0.827921568627451,0.7893333333333333,0.7858605000000001,0.04206106862745096,26,1,True,200,153,4118718478,193.69
non_equivariant,20,4,none,none,5,0.953125,1.0,0.6892520000000001,0.2638729999999999,26,1,True,20,61,2189917327,2.67
equivariant,500,4,none,none,9,0.9212572828886499,0.9421918908069049,0.857249,0.0640082828886499,58,1,True,500,61,3062766371,45.98
non_equivariant,200,2,none,none,9,0.828235294117647,0.9760000000000001,0.8516520000000001,-0.023416705882353117,41,1,True,200,27,4248224799,7.69
non_equivariant,200,8,none,none,5,0.8321875,0.8375,0.8280385,0.004148999999999958,26,1,True,200,153,2273803658,176.03
classical_reference,100,0,none,none,6,0.9223057644110275,0.9583333333333333,0.8649805,0.05732526441102748,35,1,True,100,641,2118860152,0.25
non_equivariant,200,2,correlated,mid,6,0.8090538847117795,0.9296875,0.8137775,-0.004723615288220517,26,1,True,200,27,419792074,115.53
classical_reference,1000,0,none,none,15,0.8875734834271419,0.895959595959596,0.872625,0.014948483427141945,26,1,True,1000,641,1741870287,0.86
non_equivariant,200,8,none,none,8,0.9287843137254903,0.7386666666666666,0.8508349999999999,0.07794931372549041,47,1,True,200,153,4118718478,288.39
non_equivariant,20,4,none,none,17,0.609375,0.5,0.473333,0.136042,26,1,True,20,61,3785690349,3.43
classical_reference,50,0,none,none,16,0.9769820971867007,0.875,0.848708,0.1282740971867007,26,1,True,50,641,64957741,0.2
equivariant,50,4,none,none,5,0.9848484848484849,0.9047619047619048,0.8094455,0.17540298484848482,26,1,True,50,61,4032923890,4.18
equivariant,1000,4,none,none,12,0.9043839899937461,0.8903030303030303,0.8634240000000001,0.04095998999374606,79,1,True,1000,61,287370720,149.02
equivariant,200,8,none,none,6,0.8748433583959899,0.9296875,0.8405649999999998,0.03427835839599014,27,1,True,200,153,419792074,203.14
non_equivariant,200,6,none,none,8,0.9243921568627451,0.76,0.8570389999999999,0.06735315686274523,46,1,True,200,103,4118718478,60.32
equivariant,200,8,correlated,high,7,0.9022062275074323,0.8184143222506394,0.8256030000000001,0.0766032275074322,26,1,True,200,153,2152804316,3060.26
equivariant,50,4,none,none,16,0.9565217391304348,0.9375,0.828564,0.12795773913043484,34,1,True,50,61,64957741,6.73
classical_matched,500,0,none,none,16,0.6249499198717948,0.6239737274220033,0.605522,0.01942791987179482,26,1,True,500,61,3302818700,0.53
non_equivariant,200,4,correlated,low,0,0.8095684803001877,0.6641414141414141,0.7456564999999999,0.06391198030018774,26,1,True,200,61,3832603222,135.46
classical_matched,100,0,none,none,3,0.6998746867167921,0.6770833333333334,0.575313,0.12456168671679213,54,1,True,100,61,886856489,0.28
equivariant,200,4,correlated,mid,0,0.861319574734209,0.7297979797979799,0.830509,0.030810574734208895,26,1,True,200,61,3832603222,122.49
equivariant,200,8,none,none,7,0.8914097950242529,0.7800511508951407,0.8432599999999999,0.048149795024252984,26,1,True,200,153,2152804316,196.24
non_equivariant,200,2,none,none,7,0.8867156939446097,0.7391304347826086,0.841564,0.045151693944609717,39,1,True,200,27,2152804316,7.51
equivariant,200,6,none,none,0,0.8449030644152595,0.76010101010101,0.8200235,0.024879564415259514,26,1,True,200,103,3832603222,28.65
equivariant,100,4,none,none,10,0.8655409631019386,0.9191919191919191,0.838338,0.027202963101938593,26,1,True,100,61,4028633812,7.52
equivariant,200,4,correlated,low,6,0.8489974937343359,0.9375,0.8281870000000002,0.020810493734335633,41,1,True,200,61,419792074,178.67
equivariant,200,4,none,none,9,0.8933333333333333,0.9226666666666667,0.858319,0.03501433333333326,61,1,True,200,61,4248224799,19.88
non_equivariant,200,4,iid,low,4,0.8678861788617886,0.9823232323232324,0.8361795000000001,0.03170667886178857,40,1,True,200,61,359623383,2090.59
non_equivariant,100,2,none,none,0,0.4558080808080809,0.5178571428571428,0.49655200000000005,-0.040743919191919165,14,3,True,100,27,933496318,4.86
non_equivariant,200,4,iid,high,7,0.9004850571115631,0.7621483375959078,0.842816,0.057669057111563116,79,1,True,200,61,2152804316,1588.78
equivariant,50,4,none,none,7,0.9699248120300752,0.7083333333333334,0.8413519999999999,0.1285728120300753,45,1,True,50,61,347617362,6.64
non_equivariant,200,4,iid,mid,6,0.849937343358396,0.921875,0.8442930000000001,0.00564434335839592,31,1,True,200,61,419792074,509.18
non_equivariant,200,2,correlated,mid,2,0.720234375,0.8325,0.6868799999999999,0.03335437500000005,26,2,True,200,27,3918929753,176.18
equivariant,50,4,none,none,3,0.6716791979949874,0.9166666666666667,0.6131175,0.05856169799498745,26,1,True,50,61,422969017,4.25
equivariant,100,4,none,none,7,0.9127579737335834,0.8484848484848484,0.823982,0.08877597373358337,32,1,True,100,61,1875268573,6.96
equivariant,20,4,none,none,1,0.4444444444444445,1.0,0.5748155,-0.13037105555555556,26,1,True,20,61,3285061152,5.06
equivariant,200,4,iid,low,6,0.8092105263157895,0.921875,0.80995,-0.0007394736842104566,26,1,True,200,61,419792074,358.26
equivariant,200,2,correlated,high,4,0.8036272670419012,0.9621212121212122,0.8386565000000001,-0.0350292329580989,31,3,True,200,27,359623383,259.71
non_equivariant,500,4,none,none,1,0.9113,0.8383999999999999,0.847389,0.06391100000000005,26,1,True,500,61,3847040995,21.46
non_equivariant,200,8,correlated,mid,4,0.875703564727955,0.9848484848484849,0.837559,0.03814456472795491,28,1,True,200,153,359623383,3243.48
non_equivariant,200,4,iid,low,5,0.83359375,0.855,0.8331019999999999,0.000491750000000124,36,1,True,200,61,2273803658,1976.73
non_equivariant,20,4,none,none,11,0.42857142857142855,0.0,0.3015305,0.12704092857142857,26,1,True,20,61,3230265046,3.45
equivariant,200,2,correlated,low,0,0.8297373358348968,0.7297979797979798,0.796795,0.03294233583489681,28,1,True,200,27,3832603222,133.22
non_equivariant,100,2,none,none,1,0.8592870544090057,0.8787878787878787,0.8071459999999999,0.05214105440900574,46,1,True,100,27,1270355181,4.12
equivariant,20,4,none,none,17,0.9140625,0.75,0.555938,0.35812449999999996,29,2,True,20,61,3785690349,11.96
classical_reference,100,0,none,none,19,0.9160401002506267,0.8958333333333333,0.855449,0.06059110025062664,26,1,True,100,641,1147718802,0.26
classical_reference,20,0,none,none,13,0.9047619047619047,1.0,0.7218119999999999,0.18294990476190476,26,1,True,20,641,3108138986,0.15
classical_reference,100,0,none,none,4,0.816875,0.99,0.800647,0.01622800000000002,26,1,True,100,641,1398237378,0.18
classical_matched,100,0,none,none,0,0.6148989898989898,0.7738095238095238,0.6038359999999999,0.011062989898989906,26,1,True,100,61,933496318,0.16
non_equivariant,200,4,iid,low,9,0.8754509803921569,0.9626666666666667,0.844529,0.030921980392156878,61,1,True,200,61,4248224799,1559.95
classical_matched,100,0,none,none,4,0.7737499999999999,0.58,0.622403,0.1513469999999999,58,1,True,100,61,1398237378,0.32
classical_reference,20,0,none,none,6,0.9841269841269842,0.6666666666666667,0.742407,0.24171998412698414,26,1,True,20,641,383150152,0.12
classical_matched,500,0,none,none,14,0.6472397239723973,0.6133814102564102,0.621661,0.025578723972397244,35,1,True,500,61,2166886525,0.68
classical_matched,500,0,none,none,10,0.6515322076297686,0.6828282828282828,0.6380555,0.013476707629768603,45,1,True,500,61,3304172403,0.87
classical_reference,500,0,none,none,17,0.9184740462789244,0.8246464646464647,0.8719770000000001,0.04649704627892426,26,1,True,500,641,2185349190,0.49
equivariant,200,6,correlated,high,2,0.67671875,0.9,0.22647399999999998,0.4502447500000001,26,1,True,200,103,3918929753,882.37
equivariant,200,6,none,none,4,0.9648217636022514,0.9747474747474747,0.8613009999999999,0.10352076360225149,65,1,True,200,103,359623383,84.48
non_equivariant,200,4,none,none,1,0.9164450007823502,0.9309462915601022,0.852576,0.06386900078235025,37,1,True,200,61,1751689673,12.53
non_equivariant,200,2,none,none,5,0.8862500000000001,0.8125,0.811768,0.07448200000000005,63,1,True,200,27,2273803658,11.96
classical_matched,100,0,none,none,19,0.6296992481203008,0.6458333333333334,0.613706,0.015993248120300785,26,1,True,100,61,1147718802,0.21
non_equivariant,200,2,correlated,high,2,0.59859375,0.85875,0.48732949999999997,0.11126425000000006,26,2,True,200,27,3918929753,174.81
non_equivariant,200,6,correlated,high,9,0.7675294117647059,0.9866666666666667,0.7929094999999999,-0.02538008823529403,44,1,True,200,103,4248224799,1179.07
classical_matched,500,0,none,none,6,0.6527,0.5711999999999999,0.641729,0.010970999999999953,52,1,True,500,61,3578969748,0.76
equivariant,1000,4,none,none,10,0.894045944678856,0.9171929824561404,0.8558359999999999,0.03820994467885608,56,1,True,1000,61,1946056781,107.84
non_equivariant,200,4,iid,low,8,0.8663529411764707,0.728,0.792575,0.07377794117647063,26,1,True,200,61,4118718478,391.09
equivariant,1000,4,none,none,5,0.9198656820015132,0.8845649763080956,0.8635470000000001,0.05631868200151313,76,1,True,1000,61,449171333,112.99
non_equivariant,500,4,none,none,17,0.903639774859287,0.7878787878787878,0.852519,0.05112077485928701,44,1,True,500,61,2185349190,44.8
equivariant,20,4,none,none,5,0.96875,1.0,0.7997639999999999,0.16898600000000008,26,1,True,20,61,2189917327,5.22
equivariant,200,8,correlated,high,8,0.8553725490196078,0.9066666666666666,0.8120100000000001,0.04336254901960768,38,1,True,200,153,4118718478,4205.61
non_equivariant,200,2,correlated,mid,8,0.8740392156862745,0.7893333333333334,0.8425269999999999,0.0315122156862746,32,1,True,200,27,4118718478,144.35
classical_reference,500,0,none,none,11,0.875087508750875,0.9182692307692307,0.8742599999999999,0.0008275087508751167,26,1,True,500,641,1516585430,2.94
classical_matched,200,0,none,none,3,0.6113455227379277,0.7393483709273183,0.595975,0.015370522737927717,26,1,True,200,61,3531259822,0.18
non_equivariant,200,6,none,none,9,0.8581960784313727,0.9626666666666668,0.851825,0.006371078431372634,30,1,True,200,103,4248224799,42.29
classical_reference,50,0,none,none,13,0.615,0.92,0.6064005,0.008599499999999982,26,1,True,50,641,3813581952,0.2
non_equivariant,20,4,none,none,7,0.9375,0.75,0.6358509999999999,0.30164900000000006,43,1,True,20,61,111686563,4.13
equivariant,200,8,correlated,low,8,0.8307450980392156,0.7973333333333334,0.774853,0.055892098039215576,26,1,True,200,153,4118718478,3065.82
non_equivariant,200,8,none,none,9,0.903843137254902,0.9466666666666667,0.8422020000000001,0.061641137254901834,54,1,True,200,153,4248224799,332.16
non_equivariant,20,4,none,none,8,0.6984126984126984,0.16666666666666666,0.6532614999999999,0.045151198412698434,26,1,True,20,61,870509202,2.8
non_equivariant,50,4,none,none,9,0.8220551378446115,0.7083333333333334,0.748831,0.07322413784461146,29,1,True,50,61,4218029181,4.57
classical_matched,100,0,none,none,11,0.7011278195488723,0.625,0.601985,0.09914281954887227,26,1,True,100,61,3975784426,0.21
classical_reference,20,0,none,none,16,0.828125,0.5,0.43306,0.395065,26,1,True,20,641,1854664226,0.16
classical_reference,500,0,none,none,7,0.8723989595838335,0.8409822866344605,0.8679954999999999,0.004403459583833591,26,1,True,500,641,882898381,0.49
non_equivariant,200,4,correlated,high,6,0.8140664160401002,0.9427083333333335,0.791474,0.022592416040100205,31,2,True,200,61,419792074,223.06
equivariant,200,4,iid,mid,4,0.9229205753595998,0.9595959595959596,0.8575409999999999,0.06537957535959993,41,1,True,200,61,359623383,587.79
non_equivariant,200,4,iid,high,3,0.8776371308016877,0.87468671679198,0.8387939999999999,0.038843130801687775,38,1,True,200,61,3531259822,1368.49
classical_reference,500,0,none,none,8,0.9099977499437486,0.8967587034813926,0.8736279999999998,0.03636974994374875,52,1,True,500,641,2866951253,0.91
classical_matched,200,0,none,none,15,0.6918386491557224,0.5303030303030303,0.616655,0.0751836491557224,26,1,True,200,61,1188117459,0.27
equivariant,200,4,correlated,high,3,0.6927644944522582,0.9072681704260652,0.60604,0.08672449445225816,26,1,True,200,61,3531259822,117.36
classical_reference,20,0,none,none,4,0.8253968253968254,0.6666666666666667,0.5712405,0.2541563253968253,26,1,True,20,641,1549593952,0.11
classical_matched,1000,0,none,none,7,0.638347208680217,0.6627651060424169,0.6288530000000001,0.009494208680216887,26,1,True,1000,61,2784139551,0.61
classical_reference,1000,0,none,none,14,0.88193749374437,0.9361810064935064,0.869211,0.012726493744370071,26,1,True,1000,641,2656290217,0.89
non_equivariant,200,4,iid,low,1,0.9328743545611016,0.9437340153452685,0.858668,0.07420635456110158,61,1,True,200,61,1751689673,2144.16
equivariant,200,8,none,none,9,0.9584313725490197,0.9413333333333334,0.8320930000000001,0.12633837254901958,79,1,True,200,153,4248224799,481.01
classical_matched,100,0,none,none,14,0.6797998749218261,0.6363636363636365,0.6048579999999999,0.07494187492182625,26,1,True,100,61,2040995306,0.22
equivariant,200,2,correlated,low,9,0.8177254901960783,0.9226666666666667,0.8356169999999999,-0.017891509803921624,34,1,True,200,27,4248224799,152.99
equivariant,200,8,correlated,mid,9,0.8771764705882353,0.9520000000000001,0.8571070000000001,0.020069470588235272,64,1,True,200,153,4248224799,6575.76
non_equivariant,200,4,iid,high,6,0.8236215538847118,0.9114583333333333,0.816171,0.00745055388471183,32,1,True,200,61,419792074,503.3
non_equivariant,200,4,iid,mid,4,0.9229205753595998,0.9848484848484849,0.856297,0.06662357535959984,56,1,True,200,61,359623383,2276.47
non_equivariant,200,8,none,none,2,0.87984375,0.8599999999999999,0.8300719999999999,0.049771750000000115,26,1,True,200,153,3918929753,172.7
equivariant,200,4,iid,high,4,0.9319887429643527,0.9595959595959597,0.8597295000000001,0.0722592429643526,50,1,True,200,61,359623383,711.55
non_equivariant,200,6,correlated,high,0,0.8727329580988117,0.7247474747474747,0.7982619999999999,0.07447095809881177,46,1,True,200,103,3832603222,1343.22
classical_reference,100,0,none,none,18,0.8466373350094281,0.8791208791208791,0.809614,0.037023335009428116,26,1,True,100,641,688658429,0.26
classical_matched,200,0,none,none,8,0.4266666666666667,0.49066666666666664,0.47901950000000004,-0.05235283333333335,26,1,True,200,61,4118718478,0.2
equivariant,200,2,none,none,7,0.7987795337192928,0.7928388746803069,0.7807284999999999,0.01805103371929284,26,1,True,200,27,2152804316,5.59
equivariant,200,8,correlated,high,3,0.8598218471636193,0.9573934837092732,0.518751,0.34107084716361935,36,1,True,200,153,3531259822,4008.76
non_equivariant,100,4,correlated,mid,0,0.7859848484848484,0.8571428571428572,0.7242795000000001,0.06170534848484832,32,1,True,100,61,933496318,69.81
non_equivariant,200,8,correlated,low,5,0.7875,0.8425,0.754822,0.032677999999999985,26,1,True,200,153,2273803658,3002.93
equivariant,200,2,none,none,0,0.8597560975609756,0.6969696969696969,0.7853474999999999,0.07440859756097573,40,1,True,200,27,3832603222,5.91
non_equivariant,200,8,correlated,high,9,0.8335686274509804,0.992,0.7885870000000001,0.04498162745098022,44,1,True,200,153,4248224799,1895.3
classical_reference,500,0,none,none,14,0.9325182518251824,0.8822115384615384,0.8575869999999999,0.07493125182518257,70,1,True,500,641,2166886525,1.3
classical_matched,20,0,none,none,10,0.7301587301587302,1.0,0.638361,0.09179773015873027,26,1,True,20,61,423233751,0.21
non_equivariant,200,4,correlated,low,3,0.8665416471323644,0.9223057644110275,0.8228389999999999,0.04370264713236449,43,1,True,200,61,3531259822,690.31
non_equivariant,200,4,iid,high,9,0.8461176470588236,0.9546666666666668,0.826151,0.019966647058823672,50,1,True,200,61,4248224799,1331.86
classical_matched,1000,0,none,none,10,0.6419565557118301,0.624561403508772,0.6380650000000001,0.003891555711829975,26,1,True,1000,61,1946056781,0.85
equivariant,200,4,iid,low,1,0.919104991394148,0.9514066496163682,0.8596229999999999,0.059481991394148115,44,1,True,200,61,1751689673,579.5
equivariant,20,4,none,none,2,0.5079365079365079,0.6666666666666666,0.7164975,-0.2085609920634921,26,1,True,20,61,1636654757,5.13
non_equivariant,200,8,correlated,low,6,0.8508771929824561,0.8619791666666666,0.822572,0.02830519298245615,30,1,True,200,153,419792074,3396.41
equivariant,200,4,iid,low,7,0.881239242685026,0.7851662404092071,0.8360975,0.04514174268502591,31,1,True,200,61,2152804316,440.43
non_equivariant,200,4,correlated,mid,0,0.8581926203877424,0.75,0.8326969999999999,0.025495620387742446,43,1,True,200,61,3832603222,212.78
non_equivariant,200,8,correlated,mid,8,0.9022745098039217,0.784,0.829119,0.0731555098039216,33,1,True,200,153,4118718478,3626.31
non_equivariant,50,4,none,none,10,0.8897243107769424,0.875,0.7635695,0.12615481077694235,28,1,True,50,61,3382993339,5.72
classical_reference,200,0,none,none,8,0.9181176470588236,0.736,0.860972,0.057145647058823634,26,1,True,200,641,4118718478,0.26
equivariant,1000,4,none,none,15,0.8614446529080676,0.8902020202020202,0.8461854999999999,0.015259152908067675,26,1,True,1000,61,1741870287,51.54
classical_matched,500,0,none,none,3,0.6825182518251826,0.6221955128205129,0.630518,0.05200025182518253,40,1,True,500,61,4274412536,0.53
equivariant,200,8,none,none,1,0.8986074166797058,0.9360613810741687,0.8440400000000001,0.05456741667970566,26,1,True,200,153,1751689673,173.05
equivariant,200,2,correlated,low,3,0.8321612751992499,0.9548872180451129,0.8327809999999999,-0.00061972480075001,26,1,True,200,27,3531259822,116.06
equivariant,200,4,iid,mid,0,0.8588180112570356,0.707070707070707,0.8291305,0.029687511257035615,26,1,True,200,61,3832603222,360.87
classical_matched,100,0,none,none,13,0.6597873671044402,0.6363636363636364,0.613745,0.04604236710444021,26,1,True,100,61,1387407449,0.21
non_equivariant,100,4,none,none,5,0.8667504714016341,0.8351648351648352,0.7970039999999999,0.06974647140163415,34,1,True,100,61,3061523237,7.33
equivariant,200,6,correlated,low,8,0.8108235294117647,0.8506666666666667,0.835192,-0.024368470588235325,26,1,True,200,103,4118718478,806.9
equivariant,200,8,none,none,5,0.8987499999999999,0.775,0.8543079999999998,0.04444200000000009,32,1,True,200,153,2273803658,229.29
equivariant,200,6,correlated,low,3,0.9138927957493359,0.9724310776942355,0.842929,0.07096379574933587,62,1,True,200,103,3531259822,1763.16
equivariant,500,4,none,none,4,0.9014151415141515,0.827323717948718,0.8613850000000001,0.04003014151415141,31,1,True,500,61,4227885329,25.12
non_equivariant,200,4,iid,low,2,0.9055468750000001,0.87125,0.851811,0.0537358750000001,79,1,True,200,61,3918929753,2566.65
classical_reference,50,0,none,none,7,0.9749373433583959,0.75,0.8448905,0.1300468433583959,26,1,True,50,641,347617362,0.15
equivariant,200,4,iid,low,2,0.84109375,0.8625,0.8063485,0.03474524999999995,26,1,True,200,61,3918929753,359.78
classical_matched,200,0,none,none,4,0.6460287679799875,0.7904040404040404,0.621164,0.02486476797998749,26,1,True,200,61,359623383,0.22
equivariant,100,4,none,none,4,0.814375,0.99,0.752311,0.06206400000000001,26,1,True,100,61,1398237378,5.75
non_equivariant,200,6,correlated,mid,5,0.8628125,0.8474999999999999,0.8324760000000001,0.030336499999999877,38,1,True,200,103,2273803658,1111.75
classical_reference,500,0,none,none,12,0.8796,0.9204,0.861988,0.017612000000000072,26,1,True,500,641,1335184869,0.51
non_equivariant,200,8,correlated,mid,7,0.9112814895947425,0.8516624040920717,0.8476319999999999,0.06364948959474259,43,1,True,200,153,2152804316,4810.21
equivariant,20,4,none,none,13,0.8888888888888888,0.6666666666666667,0.520558,0.3683308888888889,26,1,True,20,61,3108138986,10.4
non_equivariant,100,4,none,none,15,0.8705440900562852,0.9191919191919191,0.811291,0.05925309005628521,26,2,True,100,61,730299472,11.12
equivariant,200,6,correlated,high,5,0.2690625,0.8474999999999999,0.7499895,-0.480927,26,1,True,200,103,2273803658,814.62
